menu_id,eatery_id,item_name,price
1,2265,Pretty Meal,25.20
2,259,Material Meal,29.64
3,2976,Mind Meal,12.78
4,62,Put Meal,29.59
5,137,First Meal,15.09
6,2394,Knowledge Meal,8.10
7,440,Current Meal,11.09
8,1278,Admit Meal,18.50
9,1062,Treat Meal,24.94
10,2769,Put Meal,16.63
11,1680,Level Meal,25.51
12,1498,Road Meal,26.75
13,272,Sometimes Meal,15.29
14,1594,Minute Meal,13.91
15,2474,Fill Meal,6.20
16,119,Outside Meal,27.41
17,902,Order Meal,24.70
18,1543,Cause Meal,13.80
19,1643,Shake Meal,20.61
20,2826,Agency Meal,24.50
21,213,Represent Meal,20.35
22,2485,Treatment Meal,14.87
23,1886,Mind Meal,23.58
24,1893,End Meal,11.15
25,889,Worry Meal,5.12
26,2134,At Meal,11.93
27,1821,Anything Meal,20.82
28,2786,Try Meal,14.15
29,702,Test Meal,22.78
30,402,Medical Meal,23.54
31,1489,I Meal,25.61
32,900,Thought Meal,28.18
33,1885,Office Meal,25.12
34,2047,Compare Meal,11.33
35,2529,By Meal,16.38
36,2841,Do Meal,13.01
37,1594,Design Meal,17.50
38,2043,Leader Meal,20.87
39,666,In Meal,13.45
40,1268,Indicate Meal,10.74
41,879,Couple Meal,27.00
42,2808,Just Meal,15.26
43,1476,Imagine Meal,7.09
44,2777,Memory Meal,20.67
45,751,Agency Meal,7.12
46,2949,Discover Meal,12.51
47,1644,Want Meal,5.27
48,673,Break Meal,18.07
49,649,Inside Meal,16.43
50,397,Fact Meal,13.47
51,2012,Leader Meal,22.65
52,109,Executive Meal,19.06
53,1815,Reveal Meal,22.92
54,1600,Direction Meal,26.83
55,1449,Actually Meal,27.03
56,1816,Physical Meal,9.48
57,656,Kitchen Meal,20.99
58,821,Blue Meal,12.75
59,1111,Them Meal,12.44
60,12,Activity Meal,28.90
61,1010,Nor Meal,14.57
62,1562,Themselves Meal,27.66
63,339,Inside Meal,22.98
64,1139,Debate Meal,19.63
65,521,Director Meal,19.49
66,1841,Executive Meal,28.01
67,2050,Focus Meal,28.45
68,465,According Meal,12.40
69,2856,Create Meal,7.72
70,895,Memory Meal,17.05
71,2092,Shoulder Meal,5.61
72,1845,Not Meal,7.17
73,1624,Color Meal,16.27
74,1400,East Meal,29.12
75,539,Pay Meal,14.41
76,1830,I Meal,27.47
77,706,Market Meal,26.66
78,2779,Voice Meal,29.91
79,2939,Less Meal,23.30
80,2203,Send Meal,16.71
81,1507,Both Meal,29.09
82,699,Bank Meal,26.93
83,1878,Dark Meal,21.86
84,1084,Off Meal,11.97
85,1870,Recently Meal,14.28
86,793,Safe Meal,15.70
87,1597,Dream Meal,18.22
88,2688,Pull Meal,9.99
89,2740,Trial Meal,17.73
90,986,Tell Meal,8.95
91,2656,Future Meal,8.18
92,231,Sell Meal,27.71
93,310,Behavior Meal,23.28
94,2674,Employee Meal,23.70
95,1721,Who Meal,26.27
96,2706,May Meal,13.37
97,2748,Result Meal,9.10
98,703,People Meal,9.48
99,99,Product Meal,18.64
100,2317,Away Meal,13.12
101,2699,Partner Meal,11.16
102,544,Available Meal,20.22
103,2975,Maintain Meal,19.11
104,2118,Agree Meal,18.40
105,1419,Buy Meal,14.17
106,1696,Base Meal,16.07
107,1830,Paper Meal,18.97
108,771,Piece Meal,16.39
109,2754,Discover Meal,21.35
110,1128,Animal Meal,26.79
111,2516,Shoulder Meal,28.03
112,185,Food Meal,8.26
113,2271,Quickly Meal,18.61
114,2943,Rich Meal,27.35
115,1679,Way Meal,8.52
116,2804,End Meal,12.70
117,956,Five Meal,22.39
118,2543,Amount Meal,21.55
119,1242,Cup Meal,16.30
120,258,No Meal,12.85
121,714,Subject Meal,18.84
122,753,Set Meal,11.45
123,1992,Decade Meal,27.79
124,1961,Mention Meal,26.11
125,556,Green Meal,14.86
126,615,Total Meal,29.64
127,117,American Meal,18.96
128,2942,Less Meal,28.87
129,2445,Either Meal,23.37
130,1013,Prevent Meal,10.07
131,2782,Pressure Meal,14.18
132,2570,Than Meal,27.12
133,1196,History Meal,28.78
134,1388,And Meal,7.88
135,1915,Picture Meal,11.72
136,1884,Discuss Meal,25.67
137,621,Relate Meal,25.70
138,410,Tonight Meal,21.02
139,1090,Best Meal,9.28
140,2352,Just Meal,19.76
141,1704,Plant Meal,10.36
142,164,Night Meal,26.25
143,926,Walk Meal,29.94
144,2002,Factor Meal,7.86
145,345,Pretty Meal,6.52
146,155,Energy Meal,22.54
147,2914,Event Meal,12.90
148,1387,Network Meal,9.58
149,1442,Memory Meal,29.14
150,446,Onto Meal,28.71
151,2555,Voice Meal,21.61
152,262,Seek Meal,18.18
153,631,Economic Meal,22.31
154,266,Worry Meal,14.52
155,153,Example Meal,29.70
156,2560,Carry Meal,26.59
157,1991,I Meal,9.01
158,1374,Very Meal,22.01
159,1859,Media Meal,17.53
160,1707,Recognize Meal,27.61
161,410,Environment Meal,27.30
162,901,Board Meal,12.83
163,1968,Speak Meal,19.34
164,205,Hotel Meal,24.39
165,2262,Visit Meal,18.04
166,257,Accept Meal,15.18
167,2832,Option Meal,29.63
168,2834,Bank Meal,25.23
169,1349,Campaign Meal,5.76
170,902,Care Meal,14.84
171,2398,Perhaps Meal,14.89
172,1370,Family Meal,13.95
173,529,School Meal,7.41
174,320,Down Meal,14.77
175,804,Above Meal,13.97
176,4,Two Meal,15.16
177,2696,Energy Meal,8.58
178,598,Lose Meal,7.03
179,1533,Hold Meal,26.71
180,194,Appear Meal,18.68
181,2333,Reason Meal,20.35
182,435,When Meal,17.40
183,2489,Play Meal,10.40
184,1961,Step Meal,27.78
185,2619,Police Meal,26.58
186,613,Method Meal,17.30
187,1926,Board Meal,22.15
188,222,Student Meal,8.53
189,2448,Hard Meal,16.57
190,2127,Answer Meal,16.71
191,1591,Attack Meal,12.96
192,688,Step Meal,25.09
193,1994,Live Meal,25.91
194,312,Education Meal,12.57
195,177,Common Meal,25.40
196,1571,Speak Meal,28.49
197,403,Reflect Meal,19.04
198,376,School Meal,15.00
199,2001,Sort Meal,29.04
200,402,Part Meal,12.74
201,195,Blue Meal,15.60
202,2086,Charge Meal,10.22
203,166,Central Meal,16.92
204,1283,Although Meal,20.83
205,634,Boy Meal,22.95
206,422,Per Meal,5.60
207,1012,Southern Meal,7.56
208,1999,Coach Meal,8.27
209,1684,Purpose Meal,20.08
210,1627,Training Meal,23.46
211,1103,List Meal,18.48
212,318,South Meal,5.42
213,1376,Kind Meal,15.94
214,535,Keep Meal,10.33
215,1274,Stuff Meal,8.37
216,566,Place Meal,12.14
217,165,Statement Meal,24.25
218,169,Whom Meal,15.83
219,1757,Kitchen Meal,15.13
220,2134,Entire Meal,26.59
221,400,Front Meal,19.78
222,1834,Sit Meal,24.80
223,2388,Different Meal,25.05
224,824,Agreement Meal,5.70
225,422,Lay Meal,11.24
226,1277,Assume Meal,17.13
227,588,Behind Meal,15.06
228,905,Reality Meal,7.18
229,159,Thousand Meal,22.42
230,2711,Role Meal,25.41
231,1208,Interview Meal,22.76
232,2687,Something Meal,18.60
233,1135,Almost Meal,9.64
234,2181,Leader Meal,5.93
235,1017,Audience Meal,20.70
236,404,Spend Meal,9.29
237,1936,Commercial Meal,25.12
238,79,Young Meal,15.61
239,600,Before Meal,13.30
240,242,Economy Meal,22.92
241,1015,House Meal,6.24
242,2067,Sing Meal,16.61
243,1311,Floor Meal,26.98
244,1066,Trip Meal,22.18
245,823,Whom Meal,23.65
246,1348,Rate Meal,22.85
247,1875,Southern Meal,7.81
248,2807,Memory Meal,25.26
249,2285,Believe Meal,6.41
250,349,Break Meal,11.92
251,1265,Laugh Meal,5.71
252,1731,Place Meal,28.73
253,2948,Present Meal,11.94
254,661,Seven Meal,29.59
255,2849,Wear Meal,24.13
256,1663,Case Meal,22.50
257,534,Probably Meal,10.16
258,1739,May Meal,11.66
259,1926,Other Meal,10.36
260,2922,Whatever Meal,6.69
261,1618,Yard Meal,6.71
262,958,Network Meal,16.73
263,2837,Answer Meal,22.59
264,2451,Here Meal,12.70
265,2997,Town Meal,9.98
266,2250,Family Meal,11.26
267,1909,Produce Meal,5.49
268,2737,Individual Meal,17.91
269,1225,Evidence Meal,29.11
270,1057,Blood Meal,5.98
271,1648,Number Meal,7.68
272,1111,Type Meal,16.96
273,2462,Company Meal,13.42
274,2270,Player Meal,5.87
275,272,Five Meal,26.88
276,44,Accept Meal,23.50
277,2793,Success Meal,14.16
278,2849,Care Meal,5.77
279,301,Officer Meal,15.84
280,1992,Pressure Meal,23.19
281,2430,Program Meal,10.04
282,2879,Model Meal,18.77
283,2323,Outside Meal,29.57
284,2451,Area Meal,21.39
285,1517,Still Meal,23.55
286,124,Each Meal,6.63
287,572,Far Meal,23.90
288,1819,Strategy Meal,26.06
289,1668,Rise Meal,25.40
290,706,Career Meal,11.04
291,2300,Indicate Meal,28.10
292,155,Ask Meal,8.00
293,481,Recognize Meal,19.01
294,1773,Goal Meal,21.04
295,2699,Coach Meal,12.83
296,932,Wrong Meal,28.52
297,2508,Sense Meal,6.81
298,739,Others Meal,26.94
299,1002,Bad Meal,24.73
300,1543,Scientist Meal,13.11
301,451,Building Meal,18.83
302,2272,Field Meal,13.93
303,835,Exactly Meal,10.40
304,2943,Kitchen Meal,17.52
305,340,Identify Meal,18.21
306,737,War Meal,12.10
307,164,Attention Meal,26.65
308,2101,Only Meal,26.64
309,1395,Senior Meal,10.75
310,724,Contain Meal,14.89
311,1146,How Meal,16.93
312,2439,Think Meal,15.96
313,1381,Child Meal,22.27
314,1271,Pick Meal,16.97
315,748,Support Meal,9.84
316,1613,Far Meal,28.29
317,2558,Right Meal,28.70
318,2523,Different Meal,15.24
319,286,East Meal,15.46
320,2348,Investment Meal,25.44
321,314,Father Meal,26.78
322,65,Red Meal,28.83
323,1265,Area Meal,27.27
324,1459,Identify Meal,6.71
325,1105,About Meal,29.94
326,1213,Order Meal,14.58
327,736,Hold Meal,6.25
328,2708,Save Meal,13.90
329,2856,Imagine Meal,24.59
330,2353,People Meal,19.75
331,2836,Other Meal,7.45
332,1181,Along Meal,28.26
333,192,Popular Meal,23.37
334,2812,Up Meal,20.83
335,2051,Purpose Meal,23.46
336,1710,Study Meal,6.48
337,612,Author Meal,22.67
338,1190,But Meal,13.88
339,2180,Blood Meal,17.95
340,2978,Better Meal,28.83
341,1046,Save Meal,8.55
342,892,Remember Meal,16.43
343,2608,Others Meal,8.82
344,2212,Under Meal,7.31
345,2291,Explain Meal,11.05
346,2048,Bit Meal,11.56
347,1013,Nature Meal,25.69
348,386,Everyone Meal,23.49
349,2697,Family Meal,22.32
350,2512,Model Meal,23.72
351,1360,We Meal,22.61
352,1274,Strategy Meal,26.86
353,56,Along Meal,24.39
354,1268,Those Meal,12.85
355,428,Eye Meal,6.68
356,1789,Wear Meal,19.71
357,1081,Agreement Meal,6.67
358,2406,Sit Meal,21.48
359,2246,Out Meal,9.35
360,2160,Bank Meal,13.99
361,1746,Improve Meal,26.71
362,1223,Book Meal,15.62
363,2200,According Meal,14.49
364,1565,Different Meal,12.77
365,763,Relate Meal,20.77
366,250,Art Meal,25.47
367,1075,Ball Meal,22.90
368,1980,Science Meal,24.86
369,1265,Number Meal,26.13
370,133,Safe Meal,11.42
371,339,Remember Meal,6.76
372,660,Those Meal,26.20
373,1200,Who Meal,10.24
374,2612,Star Meal,5.89
375,2050,Off Meal,16.60
376,1045,Team Meal,12.79
377,16,General Meal,18.21
378,624,Scientist Meal,17.49
379,2795,No Meal,7.46
380,2409,Source Meal,11.03
381,2263,Toward Meal,24.24
382,1435,Hit Meal,26.97
383,2281,Find Meal,6.38
384,1203,Security Meal,8.17
385,2879,Her Meal,5.91
386,1306,For Meal,23.66
387,1348,Size Meal,13.64
388,175,Many Meal,18.69
389,625,Least Meal,7.82
390,2876,Director Meal,28.70
391,2834,Nice Meal,20.76
392,1075,Center Meal,28.56
393,1953,Direction Meal,27.04
394,2246,Message Meal,26.01
395,379,Themselves Meal,19.45
396,1959,Discover Meal,20.20
397,1171,Treat Meal,15.12
398,822,West Meal,7.01
399,2161,May Meal,20.62
400,152,Sign Meal,26.22
401,301,While Meal,7.82
402,2486,Central Meal,29.71
403,2329,Care Meal,28.46
404,674,Game Meal,22.13
405,1178,Although Meal,7.95
406,279,Onto Meal,17.70
407,2037,Necessary Meal,18.54
408,1005,End Meal,22.55
409,1968,Find Meal,25.20
410,690,Agent Meal,15.32
411,1209,Loss Meal,29.35
412,2794,Poor Meal,25.36
413,1081,Peace Meal,17.16
414,255,Coach Meal,26.69
415,1089,Realize Meal,22.08
416,2449,Oil Meal,25.15
417,414,Situation Meal,6.49
418,17,Mention Meal,19.06
419,2404,Baby Meal,10.62
420,1556,Sign Meal,23.45
421,480,Hot Meal,28.59
422,725,Weight Meal,11.85
423,2377,Or Meal,6.56
424,2817,Even Meal,21.76
425,2119,Visit Meal,24.12
426,1930,Oil Meal,28.41
427,2067,Money Meal,9.37
428,112,Try Meal,12.14
429,2626,Late Meal,13.15
430,2771,Measure Meal,7.23
431,368,Surface Meal,23.85
432,2265,Tell Meal,28.24
433,2268,Box Meal,25.40
434,2157,Let Meal,29.59
435,1117,Light Meal,15.90
436,572,Operation Meal,5.14
437,581,Task Meal,6.46
438,765,Until Meal,18.12
439,2532,Consider Meal,19.73
440,198,Born Meal,22.00
441,940,Name Meal,23.43
442,625,Recently Meal,5.84
443,2564,Possible Meal,25.52
444,1656,Ever Meal,24.35
445,2231,Here Meal,13.05
446,2305,Know Meal,28.08
447,2632,Congress Meal,19.42
448,1554,Build Meal,12.75
449,2912,Democrat Meal,10.28
450,635,Machine Meal,29.74
451,2701,Manage Meal,23.30
452,1544,Different Meal,6.75
453,1813,Project Meal,17.16
454,2132,Benefit Meal,19.88
455,576,Situation Meal,26.95
456,1743,Computer Meal,6.42
457,1038,Treatment Meal,22.42
458,1795,Room Meal,18.15
459,158,Consumer Meal,16.20
460,2811,Heart Meal,7.09
461,1653,Pass Meal,28.42
462,548,Even Meal,5.06
463,2736,Factor Meal,20.42
464,1817,Firm Meal,11.34
465,2613,Own Meal,16.47
466,1187,Nor Meal,18.53
467,1244,Rich Meal,13.60
468,1121,Team Meal,27.34
469,2452,Indeed Meal,7.12
470,2139,Eight Meal,17.24
471,1477,Sign Meal,23.37
472,367,Stop Meal,9.07
473,1803,Yourself Meal,16.59
474,68,Hotel Meal,15.85
475,1455,Audience Meal,6.88
476,2895,Company Meal,11.78
477,2586,Magazine Meal,23.25
478,95,East Meal,6.77
479,2557,Art Meal,5.85
480,502,Here Meal,6.37
481,2941,Particular Meal,16.48
482,2005,Art Meal,12.18
483,1151,Want Meal,6.70
484,536,Girl Meal,23.57
485,1534,Wait Meal,7.72
486,2192,Right Meal,28.63
487,929,Decide Meal,12.23
488,376,Three Meal,10.25
489,33,Community Meal,21.25
490,2380,Nature Meal,7.69
491,2694,City Meal,10.36
492,2459,Who Meal,11.59
493,1273,Girl Meal,17.44
494,1040,Successful Meal,24.17
495,1539,Hit Meal,13.09
496,2732,Agent Meal,19.81
497,169,Part Meal,29.00
498,2676,Since Meal,5.79
499,1226,Perform Meal,27.43
500,1912,Billion Meal,19.48
501,1539,Full Meal,22.73
502,2442,Perform Meal,12.57
503,1439,Serve Meal,8.96
504,2820,Trouble Meal,16.11
505,2218,Treatment Meal,25.52
506,1873,Reduce Meal,18.43
507,1936,System Meal,28.90
508,337,Affect Meal,12.18
509,67,Citizen Meal,11.85
510,507,Every Meal,7.13
511,2842,Ever Meal,21.17
512,2878,Drug Meal,15.03
513,1804,Garden Meal,17.06
514,97,College Meal,21.80
515,480,Meeting Meal,5.01
516,2738,Heavy Meal,16.99
517,835,Teach Meal,15.65
518,1340,Have Meal,17.60
519,722,System Meal,19.81
520,765,Example Meal,26.06
521,326,Year Meal,11.51
522,850,Operation Meal,5.24
523,1239,Offer Meal,10.04
524,2092,Purpose Meal,14.13
525,2329,Person Meal,17.26
526,2488,Idea Meal,7.25
527,1518,Another Meal,29.32
528,1688,Church Meal,26.42
529,606,State Meal,5.40
530,2172,Throw Meal,17.82
531,2714,Need Meal,23.93
532,796,Experience Meal,11.41
533,411,Oil Meal,6.83
534,2776,Option Meal,24.81
535,2154,Huge Meal,12.86
536,784,Serious Meal,10.54
537,718,Girl Meal,17.58
538,2580,Teach Meal,11.35
539,549,Collection Meal,16.95
540,2654,Kind Meal,7.65
541,1724,Candidate Meal,20.94
542,1397,So Meal,26.49
543,1049,Teacher Meal,19.11
544,1365,New Meal,29.84
545,165,Establish Meal,10.89
546,2602,Child Meal,17.05
547,2731,Play Meal,28.87
548,1133,Lawyer Meal,9.49
549,1748,Ready Meal,21.80
550,1617,Store Meal,9.26
551,815,Shake Meal,12.44
552,2343,Computer Meal,18.17
553,962,Yourself Meal,14.73
554,2532,Respond Meal,26.68
555,1617,Amount Meal,8.17
556,1473,Always Meal,29.33
557,555,Writer Meal,7.71
558,370,Push Meal,7.56
559,2818,Most Meal,11.17
560,2450,Data Meal,13.08
561,1036,Certainly Meal,27.40
562,2040,Must Meal,7.02
563,2730,Large Meal,27.76
564,1505,Reduce Meal,14.72
565,1520,See Meal,26.41
566,577,Worry Meal,26.82
567,1781,Message Meal,10.85
568,2132,Heavy Meal,17.35
569,624,Focus Meal,24.27
570,2751,Run Meal,28.27
571,1246,Leg Meal,22.11
572,2047,Congress Meal,21.07
573,1490,Care Meal,11.29
574,956,Near Meal,16.56
575,1123,Mother Meal,11.60
576,358,Them Meal,24.36
577,1081,Rise Meal,15.43
578,500,Wonder Meal,16.61
579,1502,No Meal,12.43
580,2318,Tax Meal,28.69
581,1038,Foot Meal,20.15
582,641,Quickly Meal,21.47
583,856,Mouth Meal,13.29
584,1864,Training Meal,20.22
585,538,Meeting Meal,29.10
586,917,Move Meal,16.05
587,29,System Meal,9.20
588,385,Left Meal,6.24
589,2999,Expect Meal,12.22
590,2637,Away Meal,11.63
591,1682,History Meal,29.87
592,2170,Create Meal,12.57
593,1945,Least Meal,12.45
594,2087,Room Meal,12.57
595,133,Would Meal,13.72
596,99,Method Meal,11.10
597,2209,Not Meal,19.75
598,911,Send Meal,7.58
599,1748,Determine Meal,28.23
600,1698,Bank Meal,11.42
601,633,Have Meal,16.55
602,2179,Wind Meal,24.47
603,40,Table Meal,12.45
604,2469,Toward Meal,7.12
605,312,Card Meal,10.46
606,1170,Message Meal,12.56
607,826,Could Meal,29.15
608,2098,Save Meal,25.13
609,945,Protect Meal,16.98
610,686,Option Meal,11.95
611,772,Action Meal,15.19
612,2469,Plan Meal,17.85
613,942,Wall Meal,18.03
614,664,Loss Meal,26.87
615,305,Can Meal,23.55
616,1948,Know Meal,29.99
617,2137,Card Meal,6.26
618,1194,Next Meal,19.58
619,2280,Couple Meal,18.37
620,874,Oil Meal,6.90
621,1922,Society Meal,29.25
622,12,Many Meal,29.84
623,797,Service Meal,26.69
624,2488,Impact Meal,14.39
625,526,Usually Meal,22.44
626,1725,Could Meal,19.93
627,2138,Board Meal,21.32
628,521,Gun Meal,16.19
629,365,Send Meal,27.01
630,2222,Term Meal,10.52
631,2859,Business Meal,11.45
632,27,Leader Meal,18.31
633,444,Phone Meal,17.82
634,1518,Drug Meal,27.27
635,1826,Fall Meal,10.83
636,261,From Meal,10.84
637,740,Hotel Meal,21.09
638,1457,Crime Meal,15.77
639,1913,Hit Meal,21.10
640,1464,Then Meal,24.82
641,2257,Indicate Meal,16.23
642,2181,Involve Meal,6.45
643,1661,Fire Meal,12.75
644,2305,Project Meal,28.64
645,1331,Ball Meal,5.57
646,489,All Meal,24.51
647,64,Available Meal,15.37
648,2082,Weight Meal,23.47
649,2933,Anyone Meal,26.44
650,1428,Movement Meal,14.49
651,577,Statement Meal,19.47
652,542,Once Meal,17.15
653,816,Attack Meal,22.04
654,2661,Their Meal,17.76
655,174,Realize Meal,28.06
656,481,Bar Meal,17.24
657,140,Sometimes Meal,16.25
658,218,Different Meal,5.08
659,467,Likely Meal,26.30
660,2773,Break Meal,16.10
661,945,Focus Meal,28.31
662,2179,Kind Meal,9.87
663,2677,Much Meal,6.69
664,1157,Discover Meal,27.59
665,1235,Yard Meal,6.20
666,831,View Meal,16.68
667,2636,Difficult Meal,19.64
668,728,Moment Meal,7.54
669,171,Art Meal,26.82
670,2437,Not Meal,13.84
671,1039,Record Meal,26.06
672,1928,Feel Meal,11.65
673,1993,Camera Meal,28.32
674,2209,Hot Meal,5.63
675,901,Technology Meal,10.13
676,1152,Consumer Meal,26.54
677,2311,Offer Meal,12.27
678,1908,Life Meal,21.27
679,2656,Head Meal,12.30
680,815,Law Meal,23.41
681,1105,Set Meal,26.37
682,528,Month Meal,28.26
683,1406,Sea Meal,22.02
684,384,Right Meal,28.96
685,1204,Car Meal,26.39
686,1683,Put Meal,13.64
687,2387,Notice Meal,8.87
688,209,Week Meal,18.44
689,602,Later Meal,5.50
690,1723,City Meal,28.66
691,257,Strong Meal,27.28
692,764,Key Meal,5.29
693,1507,Age Meal,14.64
694,923,Improve Meal,15.44
695,2221,Make Meal,13.67
696,2402,Long Meal,18.09
697,2414,Goal Meal,13.67
698,243,Arrive Meal,27.94
699,2888,Bar Meal,14.90
700,1133,Real Meal,19.41
701,1868,Attorney Meal,14.78
702,1824,Side Meal,19.21
703,1369,Attention Meal,12.61
704,2191,Among Meal,8.51
705,1555,Best Meal,22.34
706,1599,Meet Meal,20.83
707,989,Foreign Meal,12.36
708,86,Feel Meal,13.37
709,1271,Ago Meal,15.94
710,2098,In Meal,14.76
711,2373,High Meal,5.18
712,1552,General Meal,7.12
713,44,At Meal,15.75
714,1251,What Meal,10.95
715,1280,Vote Meal,23.86
716,1261,Arm Meal,23.53
717,2215,Allow Meal,22.07
718,1698,Town Meal,13.49
719,489,History Meal,29.48
720,945,Police Meal,13.51
721,206,Property Meal,12.21
722,981,Indicate Meal,9.41
723,1659,Design Meal,6.64
724,2068,Town Meal,6.22
725,759,Pull Meal,11.31
726,742,Cultural Meal,23.57
727,2900,Various Meal,26.38
728,186,Purpose Meal,13.91
729,848,Reflect Meal,11.13
730,2954,Garden Meal,10.12
731,2162,Agree Meal,23.97
732,1003,Herself Meal,9.78
733,2906,Suggest Meal,15.37
734,2536,Old Meal,13.09
735,804,Process Meal,24.86
736,1995,Yes Meal,14.91
737,2985,Full Meal,15.96
738,1320,Far Meal,27.39
739,2840,Direction Meal,27.18
740,12,Great Meal,19.06
741,2764,Expect Meal,12.62
742,176,Finally Meal,24.04
743,1198,Mother Meal,12.20
744,1111,Point Meal,21.05
745,1577,Test Meal,27.93
746,646,Compare Meal,13.43
747,2225,Give Meal,12.67
748,1396,Hour Meal,21.39
749,1667,First Meal,10.17
750,1364,Catch Meal,15.05
751,376,Travel Meal,22.88
752,1198,Generation Meal,7.03
753,433,Family Meal,21.32
754,1409,Stuff Meal,13.25
755,1912,Moment Meal,19.14
756,10,Open Meal,14.21
757,1350,Herself Meal,13.05
758,1287,Future Meal,22.44
759,616,Party Meal,10.90
760,975,Power Meal,13.89
761,1699,Present Meal,16.09
762,1100,Music Meal,13.20
763,2876,Nation Meal,15.41
764,2766,Century Meal,9.98
765,1444,Show Meal,8.50
766,1716,Six Meal,18.14
767,1785,Word Meal,16.13
768,258,Teach Meal,27.14
769,1895,Answer Meal,5.68
770,171,Social Meal,26.26
771,1789,Road Meal,20.80
772,901,Sense Meal,21.32
